Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
John Gabriel Borkman,1980-12-18,5230,Circle in the Square,Revival,,Play,324301,1980,1981-02-08,61,,,,,Play,False,,True,,,
Barnum,1980-04-30,5077,St. James Theatre,Original Production,1.0,Musical,3382,1980,1982-05-16,854,,,,,Musical,False,,False,False,False,False
Brigadoon,1980-10-16,5052,Majestic Theatre,Revival,1.0,Musical,3695,1980,1981-02-08,133,,,,,Musical,False,,True,,False,False
Camelot,1980-07-08,7671,New York State Theatre,Revival,1.0,Musical,3799,1980,1980-08-23,56,,,,,Musical,False,,True,,True,False
Charlie and Algernon,1980-09-14,5236,Hayes Theatre,Original Production,1.0,Musical,3929,1980,1980-09-28,17,,,,,Musical,False,,False,,False,False
A Day in Hollywood / A Night in the Ukraine,1980-05-01,5043,John Golden Theatre,Original Production,1.0,Musical,4196,1980,1981-09-27,588,"A Day In Hollywood, A Night In The Ukraine (London title)",,,,Musical,False,,False,,False,False
42nd Street,1980-08-25,7070,Winter Garden Theatre,Original Production,1.0,Musical,4629,1980,1989-01-08,3486,,,,,Musical,False,,False,,False,False
Happy New Year,1980-04-27,5488,Morosco Theatre,Original Production,1.0,Musical,5012,1980,1980-05-10,17,,,,,Musical,False,,False,,False,False
The Music Man,1980-06-05,5025,New York City Center,Revival,1.0,Musical,6130,1980,1980-06-22,21,,,,,Musical,False,,True,,False,False
One Night Stand,,7047,Nederlander Theatre,Original Production,1.0,Musical,6417,1980,1980-10-25,,,,,,Musical,True,,False,,False,False
Onward Victoria,1980-12-14,7042,Martin Beck Theatre,Original Production,1.0,Musical,6429,1980,1980-12-14,1,,,,,Musical,False,,False,,False,False
Shine,1980-01-01,,,Original Production,1.0,,7119,1980,,,,,,,,,,False,,False,False
Swing,1980-02-25,5301,Playhouse Theatre,Original Production,1.0,,7446,1980,1980-03-29,,,,,,,False,,False,,True,False
West Side Story,1980-02-14,5559,Kennedy Center [Opera House],Revival,1.0,Musical,7791,1980,1980-11-30,333,East Side Story (working title),,,,Musical,False,,True,,False,False
This Was Burlesque,1981-06-23,7429,Princess Theatre,Revival,1.0,Revue,10429,1981,1981-07-20,28,,,,,Revue,False,,True,,False,False
Aaah Oui Genty!,1981-04-09,5783,Bijou Theatre,Original Production,1.0,,10994,1981,1981-05-03,29,,,,,,False,,False,,False,False
America,1981-03-13,,,Original Production,1.0,Musical,2871,1981,1981-09-07,264,,,,,Musical,False,,False,,False,False
Broadway Follies,1981-03-15,7047,Nederlander Theatre,Original Production,1.0,Vaudeville,2872,1981,1981-03-15,1,,,,,Musical,False,,False,,False,False
The Five O'Clock Girl,1981-01-28,5236,Hayes Theatre,Revival,1.0,Musical,2873,1981,1981-02-08,14,,,,,Musical,False,,True,,False,False
Inacent Black,1981-05-06,5199,Biltmore Theatre,Original Production,1.0,,2875,1981,,14,,,,,,,,False,,,
Jacques Brel Is Alive and Well and Living in Paris,1981-02-19,5817,Town Hall,Revival,1.0,Revue,2876,1981,1981-03-08,21,,,,,Revue,False,,True,,True,False
"Lena Horne: ""The Lady and Her Music""",1981-05-12,7047,Nederlander Theatre,Original Production,1.0,,2877,1981,,333,,,,,,,,False,,,
The Moony Shapiro Songbook,1981-05-03,5488,Morosco Theatre,Original Production,1.0,Musical,2878,1981,1981-05-03,1,Songbook (London title),,,,Musical,False,,False,,False,False
Piaf,1981-02-05,7054,Plymouth Theatre,Original Production,1.0,,2879,1981,1981-06-28,165,,,,,,False,,False,,False,False
Shakespeare's Cabaret,1981-01-21,7145,Bijou Theatre,Original Production,1.0,Revue,2880,1981,1981-03-08,54,,,,,Revue,False,,False,,False,False
Crimes of the Heart,1981-11-04,5043,John Golden Theatre,Original Production,,Play,311582,1981,1983-02-13,535,,,,,Play,False,,False,,False,False
A Talent for Murder,1981-10-01,5199,Biltmore Theatre,Original Production,,Play,311815,1981,1981-12-06,77,,,,,Play,False,,False,,,
An Evening With Dave Allen,1981-09-20,5334,Booth Theatre,Original Production,,,311816,1981,1981-10-17,29,,,,,,False,,False,,,
A Taste of Honey,1981-06-24,7180,Century Theatre,Revival,,Play,311817,1981,1981-11-08,157,,,,,Play,False,,True,,True,False
Macbeth,1981-01-22,7482,Vivian Beaumont Theatre,Revival,,Play,311830,1981,1981-03-08,61,,,,,Play,False,,True,,True,False
Emlyn Williams as Charles Dickens,1981-01-14,7180,Century Theatre,Revival,,Play,312394,1981,1981-02-01,22,,,,,Play,False,,True,,,
The Life and Adventures of Nicholas Nickleby,1981-10-04,7054,Plymouth Theatre,Original Production,,Play,323699,1981,1982-01-03,49,,,,,Play,False,,False,,,
Frankenstein,1981-01-04,5060,Palace Theatre,Original Production,,Play,323723,1981,1981-01-04,1,,,,,Play,False,,False,,,
To Grandmother's House We Go,1981-01-15,5199,Biltmore Theatre,Original Production,,Play,323728,1981,1981-03-08,61,,,,,Play,False,,False,,,
The Survivor,1981-03-03,5488,Morosco Theatre,Original Production,,Play,323730,1981,1981-03-08,8,,,,,Play,False,,False,,,
Heartland,1981-02-23,7180,Century Theatre,Original Production,,Play,323731,1981,1981-03-15,24,,,,,Play,False,,False,,,
Lolita,1981-03-19,5018,Brooks Atkinson Theatre,Original Production,,Play,323733,1981,1981-03-28,12,,,,,Play,False,,False,,,
Fools,1981-04-06,5032,Eugene O'Neill Theatre,Original Production,,Play,323736,1981,1981-05-09,40,,,,,Play,False,,False,,,
Passionate Ladies,1981-05-05,7145,Bijou Theatre,Original Production,,Play,323737,1981,1981-05-10,8,,,,,Play,False,,False,,,
I Won't Dance,1981-05-10,5236,Hayes Theatre,Original Production,,Play,323738,1981,1981-05-10,1,,,,,Play,False,,False,,,
Rose,1981-03-26,5028,Cort Theatre,Original Production,,Play,323739,1981,1981-05-23,68,,,,,Play,False,,False,,,
St. Mark's Gospel,1981-05-13,7900,Playhouse Theatre,Original Production,,Play,323740,1981,1981-05-31,22,,,,,Play,False,,False,,,
Wally's Cafe,1981-06-12,5018,Brooks Atkinson Theatre,Original Production,,Play,323741,1981,1981-06-20,12,,,,,Play,False,,False,,,
The Floating Light Bulb,1981-04-27,7482,Vivian Beaumont Theatre,Original Production,,Play,323742,1981,1981-06-21,62,,,,,Play,False,,False,,,
It Had to Be You,1981-05-10,5043,John Golden Theatre,Original Production,,Play,323743,1981,1981-06-21,48,,,,,Play,False,,False,,,
Scenes and Revelations,1981-06-25,5230,Circle in the Square,Original Production,,Play,323746,1981,1981-07-19,29,,,,,Play,False,,False,,,
The Supporting Cast,1981-08-06,5199,Biltmore Theatre,Original Production,,Play,323747,1981,1981-09-05,36,,,,,Play,False,,False,,,
Einstein and the Polar Bear,1981-10-29,5028,Cort Theatre,Original Production,,Play,323751,1981,1981-10-31,4,,,,,Play,False,,False,,,
Ned & Jack,1981-11-08,7027,Little Theatre,Original Production,,Play,323752,1981,1981-11-08,1,,,,,Play,False,,False,,,
Kingdoms,1981-12-13,5028,Cort Theatre,Original Production,,Play,323758,1981,1981-12-27,17,,,,,Play,False,,False,,,
Duet for One,1981-12-17,7059,Royale Theatre,Original Production,,Play,323759,1981,1982-01-02,20,,,,,Play,False,,False,,,
Grown Ups,1981-12-10,7033,Lyceum Theatre,Original Production,,Play,323761,1981,1982-02-20,83,,,,,Play,False,,False,,,
The West Side Waltz,1981-11-19,5031,Ethel Barrymore Theatre,Original Production,,Play,323764,1981,1982-03-13,126,,,,,Play,False,,False,,,
The Dresser,1981-11-09,5018,Brooks Atkinson Theatre,Original Production,,Play,323768,1981,1982-05-01,200,,,,,Play,False,,False,,,
Mass Appeal,1981-11-12,5334,Booth Theatre,Original Production,,Play,323771,1981,1982-05-16,212,,,,,Play,False,,False,,,
The Father,1981-04-02,5230,Circle in the Square,Revival,,Play,324304,1981,1981-04-26,29,,1981-03-13,,,Play,False,,True,,,
The Little Foxes,1981-05-07,7042,Martin Beck Theatre,Revival,,Play,324308,1981,1981-09-05,123,,,,,Play,False,,True,,,
Candida,1981-10-15,5230,Circle in the Square,Revival,,Play,324311,1981,1982-01-03,91,,,,,Play,False,,True,,,
Bring Back Birdie,1981-03-05,7042,Martin Beck Theatre,Original Production,1.0,Musical,3711,1981,1981-03-07,4,,,,,Musical,False,,False,,False,False
Camelot,1981-11-15,7070,Winter Garden Theatre,Revival,1.0,Musical,3800,1981,1982-01-02,57,,,,,Musical,False,,True,,True,False
Can-Can,1981-04-30,7393,Minskoff Theatre,Revival,1.0,Musical,3814,1981,1981-05-03,5,,,,,Musical,False,,True,,False,False
Copperfield,1981-04-16,5387,ANTA Washington Square Theatre,Original Production,1.0,Musical,4116,1981,1981-04-26,13,,,,,Musical,False,,False,,False,False
Dreamgirls,1981-12-20,5042,Imperial Theatre,Original Production,1.0,Musical,4322,1981,1985-08-11,1521,Big Dreams (working title),,,,Musical,False,,False,,False,False
Fiddler on the Roof,1981-07-09,7671,New York State Theatre,Revival,1.0,Musical,4491,1981,1981-08-23,53,Anatevka (German title),,,,Musical,False,,True,,True,False
The First,1981-11-17,7042,Martin Beck Theatre,Original Production,1.0,Musical,4546,1981,1981-12-12,37,,,,,Musical,False,,False,,False,False
High Spirits,1981-01-01,,,Revival,1.0,Musical,5092,1981,,,,,,,Musical,True,,True,,False,False
The Little Prince and the Aviator,,6905,Alvin Theatre,Original Production,1.0,Musical,5670,1981,1982-01-17,,,,,,Musical,True,,False,,False,False
Marlowe,1981-10-12,5544,Rialto Theatre,Original Production,1.0,Musical,5899,1981,1981-11-15,40,,,,,Musical,False,,False,,False,False
Merrily We Roll Along,1981-11-16,6905,Alvin Theatre,Original Production,1.0,Musical,5979,1981,1981-11-28,16,,,,,Musical,False,,False,,False,False
My Fair Lady,1981-08-18,7068,Uris Theatre,Revival,1.0,Musical,6144,1981,1981-11-29,120,Mi bella dama (Spanish title),,,,Musical,False,,True,,False,False
"Oh, Brother!",1981-11-10,5387,ANTA Washington Square Theatre,Original Production,1.0,Musical,6326,1981,1981-11-11,3,,,,,Musical,False,,False,,False,False
The Pirates of Penzance,1981-01-08,7068,Uris Theatre,Revival,1.0,Operetta,6679,1981,1982-11-28,787,The Pirates of Penzance or The Slave of Duty (full title),,,,Musical,False,,True,False,False,False
Say Hello to Harvey,1981-09-14,5581,Royal Alexandra Theatre,Original Production,1.0,,7034,1981,1981-10-17,,,,,,,False,,False,,True,False
Sophisticated Ladies,1981-03-01,5047,Lunt-Fontanne Theatre,Original Production,1.0,Revue,7262,1981,1983-01-02,767,,,,,Revue,False,,False,,False,False
Woman of the Year,1981-03-29,5567,Colonial Theatre,Original Production,1.0,Musical,7905,1981,1983-03-13,770,,,,,Musical,False,,False,False,False,False
A Reel American Hero,,5544,Rialto Theatre,Original Production,1.0,Musical,8594,1981,1981-03-29,,The World of Black and White (working title),,,,Musical,True,,False,,False,False
The Catherine Wheel,1981-09-22,5090,Winter Garden Theatre,Original Production,1.0,Dance,8716,1981,1981-10-18,,,,,,Other,False,,False,,True,False
Keystone,1982-01-13,6080,McCarter Theatre [Mainstage],Revival,1.0,Musical,10333,1982,,,,,,,Musical,False,,True,,True,False
Waltz of the Stork,1982-01-05,7180,Century Theatre,Original Production,1.0,Play,10430,1982,1982-05-23,160,,,,,Play,False,,False,,False,False
Blues in the Night,1982-06-02,5544,Rialto Theatre,Original Production,1.0,Revue,2883,1982,,53,,,,,Revue,False,,False,,False,False
The Curse of an Aching Heart,1982-01-25,7027,Little Theatre,Original Production,1.0,,2884,1982,,32,,,,,,,,False,,,
Do Black Patent Leather Shoes Really Reflect Up?,1982-05-27,6905,Alvin Theatre,Original Production,1.0,Musical,2885,1982,1982-05-30,5,,,,,Musical,False,,False,,False,False
Is there life after high school?,1982-05-07,5031,Ethel Barrymore Theatre,Original Production,1.0,Musical,2889,1982,1982-05-16,12,,,,,Musical,False,,False,,False,False
Play Me a Country Song,1982-06-27,7020,Virginia Theatre,Original Production,1.0,Musical,2892,1982,,1,,,,,Musical,,,False,,,
Pump Boys and Dinettes,1982-02-04,7429,Princess Theatre,Original Production,1.0,Musical,2893,1982,1983-06-18,573,,,,,Musical,False,,False,,False,False
"Rock 'N' Roll! The First 5,000 Years",1982-10-24,5077,St. James Theatre,Original Production,1.0,Revue,2894,1982,1982-10-31,9,,,,,Revue,False,,False,,False,False
Your Arms Too Short to Box With God,1982-09-09,6905,Alvin Theatre,Revival,1.0,Musical,2895,1982,1982-11-07,69,,,,,Musical,False,,True,,False,False
Alice in Wonderland,1982-12-23,7020,Virginia Theatre,Revival,1.0,,3118,1982,1983-01-09,21,,,,,,False,,True,,False,False
Almost an Eagle,1982-12-16,5211,Longacre Theatre,Original Production,,Play,311811,1982,1982-12-19,5,,,,,Play,False,,False,,,
A Little Family Business,1982-12-15,7042,Martin Beck Theatre,Original Production,,Play,311812,1982,1982-12-26,13,,,,,Play,False,,False,,,
84 Charing Cross Road,1982-12-07,7047,Nederlander Theatre,Original Production,,Play,311813,1982,1983-02-27,96,,,,,Play,False,,False,,,
Agnes of God,1982-03-30,5057,Music Box Theatre,Original Production,,Play,311814,1982,1983-09-04,599,,,,,Play,False,,False,,False,False
Medea,1982-05-02,5028,Cort Theatre,Revival,,Play,311820,1982,1982-06-27,65,,,,,Play,False,,True,,,
Macbeth,1982-01-28,5230,Circle in the Square,Revival,,Play,311829,1982,1982-02-14,21,,,,,Play,False,,True,,True,False
Good,1982-10-13,5334,Booth Theatre,Original Production,,Play,312407,1982,1983-01-30,141,,,,,Play,False,,False,,,
Edith Stein,1982-09-28,7900,Playhouse Theatre,Original Production,,,312631,1982,,,,1982-09-21,,,,False,,False,,,
Georgia Brown and Friends,1982-10-21,7047,Nederlander Theatre,Original Production,,,312632,1982,1982-10-21,,,1982-10-15,,,,False,,False,,,
Special Occasions,1982-02-07,5057,Music Box Theatre,Original Production,,Play,323760,1982,1982-02-07,1,,,,,Play,False,,False,,,
The World of Sholom Aleichem,1982-02-11,5544,Rialto Theatre,Original Production,,Play,323763,1982,1982-02-28,22,,,,,Play,False,,False,,,
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982-02-18,7042,Martin Beck Theatre,Original Production,,Play,323766,1982,1982-04-04,52,,,,,Play,False,,False,,,
Solomon's Child,1982-04-08,7027,Little Theatre,Original Production,,Play,323767,1982,1982-04-11,4,,,,,Play,False,,False,,,
Eminent Domain,1982-03-28,5230,Circle in the Square,Original Production,,Play,323774,1982,1982-05-23,57,,,,,Play,False,,False,,,
The Hothouse,1982-05-06,7900,Playhouse Theatre,Original Production,,Play,323775,1982,1982-05-30,29,,,,,Play,False,,False,,,
Beyond Therapy,1982-05-26,5018,Brooks Atkinson Theatre,Original Production,,Play,323778,1982,1982-06-13,21,,,,,Play,False,,False,,,
The Wake of Jamey Foster,1982-10-14,5032,Eugene O'Neill Theatre,Original Production,,Play,323784,1982,1982-10-23,12,,,,,Play,False,,False,,,
The Queen and the Rebels,1982-09-30,7054,Plymouth Theatre,Original Production,,Play,323786,1982,1982-11-07,45,,,,,Play,False,,False,,,
Monday After the Miracle,1982-12-14,5032,Eugene O'Neill Theatre,Original Production,,Play,323787,1982,1982-12-18,7,,,,,Play,False,,False,,,
Steaming,1982-12-12,5018,Brooks Atkinson Theatre,Original Production,,Play,323792,1982,1983-02-05,65,,,,,Play,False,,False,,,
"""MASTER HAROLD""...and the boys",1982-05-04,7033,Lyceum Theatre,Original Production,,Play,323795,1982,1983-02-26,344,,,,,Play,False,,False,,,
Whodunnit,1982-12-30,5199,Biltmore Theatre,Original Production,,Play,323804,1982,1983-05-15,157,,,,,Play,False,,False,,,
Torch Song Trilogy,1982-06-10,7027,Little Theatre,Original Production,,Play,323849,1982,1985-05-19,1222,,,,,Play,False,,False,,,
Othello,1982-02-03,7070,Winter Garden Theatre,Revival,,Play,324314,1982,1982-05-23,126,,,,,Play,False,,True,,,
Ghosts,1982-08-30,5018,Brooks Atkinson Theatre,Revival,,Play,324317,1982,1982-10-02,40,,,,,Play,False,,True,,,
Present Laughter,1982-07-15,5230,Circle in the Square,Revival,,Play,324318,1982,1983-01-02,175,,,,,Play,False,,True,,,
The Best Little Whorehouse in Texas,1982-05-31,5032,Eugene O'Neill Theatre,Revival,1.0,Musical,3482,1982,1982-07-24,63,,,,,Musical,False,,True,,True,False
Cats,1982-10-07,7070,Winter Garden Theatre,Original Production,1.0,Musical,3904,1982,2000-09-10,7485,,,,,Musical,False,,False,,False,False
Colette,1982-02-09,5359,Fifth Avenue Theatre,Original Production,1.0,,4065,1982,1982-03-20,,,,,,,False,,False,,True,False
A Doll's Life,1982-09-23,5053,Mark Hellinger Theatre,Original Production,1.0,Musical,4285,1982,1982-09-26,5,,,,,Musical,False,,False,,False,False
Herman Van Veen: All of Him,1982-12-08,6987,Ambassador Theatre,Original Production,1.0,,5069,1982,1982-12-12,6,,,,,,False,,False,,,
Joseph and the Amazing Technicolor Dreamcoat,1982-01-27,7059,Royale Theatre,Original Production,1.0,Musical,5363,1982,1983-09-04,747,José el soñador (Spanish title),,,,Musical,False,,False,,False,False
Little Johnny Jones,1982-03-21,6905,Alvin Theatre,Revival,1.0,Musical,5633,1982,1982-03-21,1,,,,,Musical,False,,True,,False,False
Little Me,1982-01-21,5032,Eugene O'Neill Theatre,Revival,1.0,Musical,5642,1982,1982-02-21,36,,,,,Musical,False,,True,,False,False
Nine,1982-05-09,6906,46th Street Theatre,Original Production,1.0,Musical,6262,1982,1984-02-04,729,,,,,Musical,False,,False,,False,False
Seven Brides for Seven Brothers,1982-07-08,6905,Alvin Theatre,Original Production,1.0,Musical,7073,1982,1982-07-11,5,Sette per Spose Sette fratelli (Italian title),,,,Musical,False,,False,,False,False
Cleavage,1982-06-23,7900,Playhouse Theatre,Original Production,1.0,Musical,8138,1982,1982-06-23,1,,,,,Musical,False,,False,,False,False
Foxfire,1982-11-11,5031,Ethel Barrymore Theatre,Original Production,1.0,,8454,1982,1983-05-15,213,,,,,,False,,False,,False,False
The Glass Menagerie,1983-12-01,5032,Eugene O'Neill Theatre,Revival,,Play,11537,1983,1984-02-19,92,,,,,Play,False,,True,,,
Peg,1983-12-14,5047,Lunt-Fontanne Theatre,Original Production,1.0,Concert,2898,1983,1983-12-17,5,,,,,Concert,False,,False,,True,False
La Tragédie de Carmen,1983-11-17,7482,Vivian Beaumont Theatre,Original Production,1.0,Musical,2899,1983,,187,,,,,Musical,,,False,,,
The Ritz,1983-05-02,7288,Xenon,Revival,,Play,311553,1983,1983-05-02,1,,,,,Play,False,,True,,,
Brighton Beach Memoirs,1983-03-27,,3/22/1983 - 6/22/1983 Alvin Theatre,Original Production,1.0,Play,311572,1983,1986-05-11,1299,,,,,Play,False,,False,,False,False
American Buffalo,1983-10-27,5334,Booth Theatre,Revival,,Play,311807,1983,1984-02-04,93,,,,,Play,False,,True,,,
All's Well that Ends Well,1983-04-13,7042,Martin Beck Theatre,Original Production,,Play,311808,1983,1983-05-15,38,,,,,Play,False,,False,,,
A View From the Bridge,1983-02-03,6987,Ambassador Theatre,Original Production,,Play,311809,1983,1983-06-12,149,,,,,Play,False,,False,,,
Angels Fall,1983-01-22,5211,Longacre Theatre,Original Production,,Play,311810,1983,1983-03-13,57,,,,,Play,False,,False,,,
Heartbreak House,1983-12-07,5230,Circle in the Square,Revival,,Play,312474,1983,1984-02-05,65,,,,,Play,False,,True,,,
Amen Corner,1983-11-10,7047,Nederlander Theatre,Original Production,1.0,Musical,3164,1983,1983-12-04,28,,,,,Musical,False,,False,,False,False
Marcel Marceau on Broadway,1983-03-09,5205,Belasco Theatre,Original Production,,,322213,1983,1983-04-17,46,,,,,,False,,False,,,
Parade of Stars Playing the Palace,1983-05-02,5060,Palace Theatre,Original Production,,,322214,1983,1983-05-02,,,,,,,False,,False,,,
The Flying Karamazov Brothers,1983-05-10,7057,Ritz Theatre,Original Production,,,323658,1983,1983-06-12,47,,,,,,False,,False,,,
Teaneck Tanzi: The Venus Flytrap,1983-04-20,7047,Nederlander Theatre,Original Production,,Play,323659,1983,1983-04-20,1,,,,,Play,False,,False,,,
Moose Murders,1983-02-22,5032,Eugene O'Neill Theatre,Original Production,,Play,323794,1983,1983-02-22,1,,,,,Play,False,,False,,,
Plenty,1983-01-06,7054,Plymouth Theatre,Original Production,,Play,323799,1983,1983-03-27,92,,,,,Play,False,,False,,,
Slab Boys,1983-03-07,7900,Playhouse Theatre,Original Production,,Play,323800,1983,1983-04-17,48,,,,,Play,False,,False,,,
The Man Who Had Three Arms,1983-04-05,7033,Lyceum Theatre,Original Production,,Play,323801,1983,1983-04-17,16,,,,,Play,False,,False,,,
Total Abandon,1983-04-28,5334,Booth Theatre,Original Production,,Play,323802,1983,1983-04-28,1,,,,,Play,False,,False,,,
K2,1983-03-30,5018,Brooks Atkinson Theatre,Original Production,,Play,323806,1983,1983-06-11,85,,,,,Play,False,,False,,,
The Guys in the Truck,1983-06-19,7133,New Apollo Theatre,Original Production,,Play,323809,1983,1983-06-19,1,,,,,Play,False,,False,,,
Passion,1983-05-15,5211,Longacre Theatre,Original Production,,Play,323812,1983,1983-08-08,97,,,,,Play,False,,False,,,
Edmund Kean,1983-09-27,5018,Brooks Atkinson Theatre,Original Production,,Play,323816,1983,1983-10-29,29,,,,,Play,False,,False,,,
Brothers,1983-11-09,5057,Music Box Theatre,Original Production,,Play,323817,1983,1983-11-09,1,,,,,Play,False,,False,,,
"'night, Mother",1983-03-31,5043,John Golden Theatre,Original Production,,Play,323821,1983,1984-02-26,380,,,,,Play,False,,False,,,
Noises Off,1983-12-11,5018,Brooks Atkinson Theatre,Original Production,,,323846,1983,1985-04-06,553,,,,,,False,,False,,,
The Misanthrope,1983-01-27,5230,Circle in the Square,Revival,,Play,324320,1983,1983-03-27,69,,,,,Play,False,,True,,,
Private Lives,1983-05-08,5047,Lunt-Fontanne Theatre,Revival,,Play,324323,1983,1983-07-17,63,,,,,Play,False,,True,,,
The Corn Is Green,1983-08-22,5047,Lunt-Fontanne Theatre,Revival,,Play,324325,1983,1983-09-18,32,,,,,Play,False,,True,,,
The Caine Mutiny Court-Martial,1983-05-05,5230,Circle in the Square,Revival,,Play,324326,1983,1983-11-06,216,,,,,Play,False,,True,,,
You Can't Take It With You,1983-04-04,7054,Plymouth Theatre,Revival,,Play,324327,1983,1984-01-01,312,,,,,Play,False,,True,,,
Aznavour,1983-03-14,5047,Lunt-Fontanne Theatre,Original Production,1.0,Musical,3326,1983,1983-03-26,14,,,,,Musical,False,,False,,,
Baby,1983-12-04,5031,Ethel Barrymore Theatre,Original Production,1.0,Musical,3346,1983,1984-07-01,241,"Baby, Baby, Baby (working title)",,,,Musical,False,,False,,False,False
La Cage aux Folles,1983-08-21,5060,Palace Theatre,Original Production,1.0,Musical,3777,1983,1987-11-15,1761,La Jaula de las Locas (Spanish title),,,,Musical,False,,False,,False,False
Chaplin,1983-08-12,6086,Music Center Pavilion,Original Production,1.0,,3923,1983,1983-09-24,,,,,,,False,,False,,False,False
Dance a Little Closer,1983-05-11,7393,Minskoff Theatre,Original Production,1.0,Musical,4171,1983,1983-05-11,1,,,,,Musical,False,,False,,False,False
Doonesbury,1983-11-21,5199,Biltmore Theatre,Original Production,1.0,Musical,4295,1983,1984-02-19,104,,,,,Musical,False,,False,,False,False
Mame,1983-07-24,5035,Gershwin Theatre,Revival,1.0,Musical,5847,1983,1983-08-28,41,My Best Girl (working title),,,,Musical,False,,True,False,False,False
Marilyn,1983-11-20,7393,Minskoff Theatre,Original Production,1.0,Musical,5884,1983,1983-12-03,17,,,,,Musical,False,,False,,False,False
Merlin,1983-02-13,5053,Mark Hellinger Theatre,Original Production,1.0,Musical,5976,1983,1983-08-07,199,,,,,Musical,False,,False,,False,False
My One and Only,1983-05-01,5077,St. James Theatre,Original Production,1.0,Musical,6160,1983,1985-03-03,767,My One and Only The New Gershwin Musical (alternate title),,,,Musical,False,,False,,False,False
On Your Toes,1983-03-06,7020,Virginia Theatre,Revival,1.0,Musical,6396,1983,1984-05-20,505,,,,,Musical,False,,True,False,False,False
Porgy and Bess,1983-04-07,7445,Radio City Music Hall,Revival,,Musical,6721,1983,1983-05-15,45,,,,,Musical,False,,True,,True,False
Show Boat,1983-04-24,7068,Uris Theatre,Revival,1.0,Musical,7141,1983,1983-06-26,73,Showboat (alternate title),,,,Musical,False,,True,False,True,False
The Tap Dance Kid,1983-12-21,5016,Broadhurst Theatre,Original Production,1.0,Musical,7480,1983,1985-08-11,669,,,,,Musical,False,,False,,False,False
Zorba,1983-10-16,5017,Broadway Theatre,Revival,1.0,Musical,8005,1983,1984-09-02,362,Sorbas (German title),,,,Musical,False,,True,,False,False
Death of a Salesman,1984-09-14,5016,Broadhurst Theatre,Revival,,Play,11498,1984,1984-11-18,88,,,,,Play,False,,True,,,
Death of a Salesman,1984-03-29,5016,Broadhurst Theatre,Revival,,Play,11499,1984,1984-07-01,97,,,,,Play,False,,True,,,
Glengarry Glen Ross,1984-03-25,5043,John Golden Theatre,Original Production,,Play,11500,1984,1985-02-17,378,,,,,Play,False,,False,,False,False
A Moon for the Misbegotten,1984-05-01,5028,Cort Theatre,Revival,,Play,11501,1984,1984-06-09,40,,,,,Play,False,,True,,,
Ma Rainey's Black Bottom,1984-10-11,5028,Cort Theatre,Original Production,,Play,311686,1984,1985-06-09,276,,,,,Play,False,,False,,False,False
Design For Living,1984-06-20,5230,Circle in the Square,Revival,,Play,311725,1984,1985-01-20,245,,,,,Play,False,,True,,False,False
A Woman of Independent Means,1984-05-03,5199,Biltmore Theatre,Original Production,,Play,311762,1984,1984-05-13,13,,,,,Play,False,,False,,,
Alone Together,1984-10-21,5057,Music Box Theatre,Original Production,,Play,311763,1984,1985-01-12,97,,,,,Play,False,,False,,,
Accidental Death of an Anarchist,1984-11-15,5205,Belasco Theatre,Original Production,,Play,311764,1984,1984-12-01,20,,,,,Play,False,,False,,,
André DeShield's Harlem Nocturne,1984-11-18,6102,Latin Quarter,Original Production,,Revue,311765,1984,1984-12-30,49,,,,,Revue,False,,False,,False,False
Awake and Sing!,1984-03-08,5230,Circle in the Square,Revival,,Play,311806,1984,1984-04-29,61,,,,,Play,False,,True,,,
Much Ado About Nothing,1984-10-14,5035,Gershwin Theatre,Revival,,Play,311824,1984,1985-01-16,53,,,,,Play,False,,True,,True,True
Oedipus Rex,1984-07-17,7482,Vivian Beaumont Theatre,Revival,,Play,311826,1984,1984-07-22,8,,,,,Play,False,,True,,,
Patti La Belle on Broadway,1984-09-11,5035,Gershwin Theatre,Original Production,,,312125,1984,1984-09-16,,,,,,,False,,False,,,
Open Admissions,1984-01-29,5057,Music Box Theatre,Original Production,,Play,312422,1984,1984-02-12,17,,,,,Play,False,,False,,,
The Three Musketeers,1984-11-11,,,Revival,,Operetta,312447,1984,1984-11-18,9,,,,,Musical,False,,True,,,
Play Memory,1984-04-26,5211,Longacre Theatre,Original Production,,Play,323824,1984,1984-04-29,5,,,,,Play,False,,False,,,
The Golden Age,1984-04-12,6220,Jack Lawrence Theatre,Original Production,,Play,323825,1984,1984-05-06,29,,,,,Play,False,,False,,,
Beethoven's Tenth,1984-04-22,7047,Nederlander Theatre,Original Production,,Play,323826,1984,1984-05-13,25,,,,,Play,False,,False,,,
The Babe,1984-05-17,7334,Princess Theatre,Original Production,,,323828,1984,1984-05-20,5,,,,,,False,,False,,,
End of the World,1984-05-06,5057,Music Box Theatre,Original Production,,Play,323830,1984,1984-06-02,33,,,,,Play,False,,False,,,
Kipling,1984-10-10,7059,Royale Theatre,Original Production,,Play,323834,1984,1984-10-21,12,,,,,Play,False,,False,,,
